Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
Western Region,Maharashtra,Mumbai City,2021,Q1,1450548,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2021,Q1,1333477,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2021,Q1,1225423,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2021,Q1,1199130,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2021,Q2,6915820,18.521428,73.8544541
Western Region,Maharashtra,Thane,2021,Q2,4290066,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2021,Q2,4151227,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2021,Q2,2191882,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2021,Q2,1883447,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2021,Q2,1557693,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2021,Q2,1549784,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2021,Q2,1429562,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2021,Q2,1312388,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2021,Q2,1283601,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2021,Q3,7398336,18.521428,73.8544541
Western Region,Maharashtra,Thane,2021,Q3,4597394,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2021,Q3,4444495,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2021,Q3,2352259,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2021,Q3,2020264,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2021,Q3,1671665,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2021,Q3,1659663,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2021,Q3,1539300,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2021,Q3,1410321,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2021,Q3,1380100,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2021,Q4,7880431,18.521428,73.8544541
Western Region,Maharashtra,Thane,2021,Q4,4906492,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2021,Q4,4740546,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2021,Q4,2510393,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2021,Q4,2157149,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2021,Q4,1786190,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2021,Q4,1770325,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2021,Q4,1646991,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2021,Q4,1508500,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2021,Q4,1475291,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2022,Q1,8331582,18.521428,73.8544541
Western Region,Maharashtra,Thane,2022,Q1,5196050,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2022,Q1,5017556,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2022,Q1,2661739,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2022,Q1,2286011,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2022,Q1,1894797,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2022,Q1,1873643,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2022,Q1,1749682,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2022,Q1,1601518,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2022,Q1,1565902,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2022,Q2,8757249,18.521428,73.8544541
Western Region,Maharashtra,Thane,2022,Q2,5471749,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2022,Q2,5281053,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2022,Q2,2803471,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2022,Q2,2407812,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2022,Q2,1996927,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2022,Q2,1972178,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2022,Q2,1844168,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2022,Q2,1689875,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2022,Q2,1649511,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2022,Q3,9194074,18.521428,73.8544541
Western Region,Maharashtra,Thane,2022,Q3,5757165,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2022,Q3,5555095,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2022,Q3,2948824,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2022,Q3,2532986,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2022,Q3,2101234,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2022,Q3,2074701,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2022,Q3,1940071,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2022,Q3,1781265,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2022,Q3,1733556,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2022,Q4,9622338,18.521428,73.8544541
Western Region,Maharashtra,Thane,2022,Q4,6042267,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2022,Q4,5831539,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2022,Q4,3086721,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2022,Q4,2655029,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2022,Q4,2201353,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2022,Q4,2178155,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2022,Q4,2027819,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2022,Q4,1870957,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2022,Q4,1811044,17.84990665,75.27632027
North-Eastern Region,Manipur,Imphal West,2018,Q1,11304,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2018,Q1,6759,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2018,Q1,2764,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2018,Q1,2371,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2018,Q1,1524,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2018,Q1,1439,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2018,Q1,915,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2018,Q1,602,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2018,Q1,550,24.9858596,93.5039967
North-Eastern Region,Manipur,Jiribam,2018,Q1,460,24.8087217,93.1143992
North-Eastern Region,Manipur,Imphal West,2018,Q2,16541,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2018,Q2,10390,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2018,Q2,4771,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2018,Q2,3751,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2018,Q2,2362,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2018,Q2,2183,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2018,Q2,1571,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2018,Q2,905,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2018,Q2,824,24.9858596,93.5039967
North-Eastern Region,Manipur,Jiribam,2018,Q2,732,24.8087217,93.1143992
North-Eastern Region,Manipur,Imphal West,2018,Q3,21696,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2018,Q3,13541,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2018,Q3,6112,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2018,Q3,5106,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2018,Q3,3420,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2018,Q3,3073,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2018,Q3,2326,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2018,Q3,1346,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2018,Q3,1268,24.9858596,93.5039967
North-Eastern Region,Manipur,Jiribam,2018,Q3,1086,24.8087217,93.1143992
North-Eastern Region,Manipur,Imphal West,2018,Q4,28383,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2018,Q4,17777,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2018,Q4,8027,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2018,Q4,7049,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2018,Q4,4951,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2018,Q4,4249,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2018,Q4,3153,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2018,Q4,1842,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2018,Q4,1712,24.9858596,93.5039967
North-Eastern Region,Manipur,Jiribam,2018,Q4,1393,24.8087217,93.1143992
North-Eastern Region,Manipur,Imphal West,2019,Q1,33668,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2019,Q1,21136,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2019,Q1,9529,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2019,Q1,8537,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2019,Q1,6138,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2019,Q1,5212,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2019,Q1,3850,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2019,Q1,2368,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2019,Q1,2148,24.9858596,93.5039967
North-Eastern Region,Manipur,Jiribam,2019,Q1,1759,24.8087217,93.1143992
North-Eastern Region,Manipur,Imphal West,2019,Q2,39303,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2019,Q2,24652,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2019,Q2,10915,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2019,Q2,10014,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2019,Q2,7662,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2019,Q2,6407,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2019,Q2,4599,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2019,Q2,2981,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2019,Q2,2628,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2019,Q2,2175,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2019,Q3,45268,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2019,Q3,28331,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2019,Q3,12427,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2019,Q3,11647,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2019,Q3,9071,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2019,Q3,7621,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2019,Q3,5355,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2019,Q3,3488,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2019,Q3,3085,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2019,Q3,2581,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2019,Q4,51063,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2019,Q4,31935,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2019,Q4,14194,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2019,Q4,13387,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2019,Q4,10431,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2019,Q4,8850,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2019,Q4,6126,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2019,Q4,4091,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2019,Q4,3651,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2019,Q4,3029,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2020,Q1,57485,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2020,Q1,36105,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2020,Q1,16244,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2020,Q1,15333,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2020,Q1,12420,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2020,Q1,10241,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2020,Q1,7075,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2020,Q1,4892,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2020,Q1,4169,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2020,Q1,3471,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2020,Q2,67897,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2020,Q2,43144,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2020,Q2,20186,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2020,Q2,19027,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2020,Q2,15469,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2020,Q2,12965,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2020,Q2,9028,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2020,Q2,6223,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2020,Q2,5158,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2020,Q2,4278,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2020,Q3,79723,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2020,Q3,51383,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2020,Q3,24183,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2020,Q3,22965,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2020,Q3,19501,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2020,Q3,15966,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2020,Q3,10752,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2020,Q3,7657,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2020,Q3,6475,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2020,Q3,5252,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2020,Q4,88777,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2020,Q4,57282,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2020,Q4,26858,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2020,Q4,25629,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2020,Q4,21960,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2020,Q4,17814,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2020,Q4,11913,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2020,Q4,8651,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2020,Q4,7322,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2020,Q4,5987,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2021,Q1,96101,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2021,Q1,62004,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2021,Q1,29072,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2021,Q1,27615,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2021,Q1,23827,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2021,Q1,19239,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2021,Q1,12888,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2021,Q1,9372,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2021,Q1,7960,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2021,Q1,6467,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2021,Q2,102833,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2021,Q2,66388,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2021,Q2,31139,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2021,Q2,29671,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2021,Q2,25573,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2021,Q2,20703,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2021,Q2,13816,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2021,Q2,10142,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2021,Q2,8580,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2021,Q2,6980,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2021,Q3,110506,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2021,Q3,71436,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2021,Q3,33478,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2021,Q3,31996,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2021,Q3,27600,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2021,Q3,22416,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2021,Q3,14924,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2021,Q3,11045,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2021,Q3,9326,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2021,Q3,7597,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2021,Q4,118056,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2021,Q4,76421,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2021,Q4,35832,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2021,Q4,34316,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2021,Q4,29651,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2021,Q4,24082,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2021,Q4,15985,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2021,Q4,11949,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2021,Q4,10063,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2021,Q4,8184,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2022,Q1,125131,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2022,Q1,81134,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2022,Q1,38088,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2022,Q1,36514,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2022,Q1,31533,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2022,Q1,25589,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2022,Q1,17014,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2022,Q1,12728,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2022,Q1,10719,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2022,Q1,8724,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2022,Q2,131901,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2022,Q2,85559,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2022,Q2,40196,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2022,Q2,38512,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2022,Q2,33293,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2022,Q2,27002,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2022,Q2,18011,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2022,Q2,13435,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2022,Q2,11310,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2022,Q2,9201,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2022,Q3,138892,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2022,Q3,90100,24.85154025,94.00947958
North-Eastern Region,Manipur,Thoubal,2022,Q3,42321,24.84529,94.1449785
North-Eastern Region,Manipur,Bishnupur,2022,Q3,40486,24.6267287,93.7600454
North-Eastern Region,Manipur,Churachandpur,2022,Q3,35081,24.378704,93.6970015
North-Eastern Region,Manipur,Kangpokpi,2022,Q3,28377,25.1524326,93.9714932
North-Eastern Region,Manipur,Kakching,2022,Q3,18979,24.4974827,93.9835543
North-Eastern Region,Manipur,Ukhrul,2022,Q3,14002,25.0982654,94.363167
North-Eastern Region,Manipur,Tamenglong,2022,Q3,11830,24.9858596,93.5039967
North-Eastern Region,Manipur,Chandel,2022,Q3,9647,24.3312009,94.0011081
North-Eastern Region,Manipur,Imphal West,2022,Q4,145422,24.7991162,93.9364419
North-Eastern Region,Manipur,Imphal East,2022,Q4,94344,24.85154025,94.00947958
